file,split,hand_labelled,p_fray,p_chip,p_spot,p_slash
data_clean\train\def_front\cast_def_0_6486.jpeg,train,0,0.9990,0.0690,0.0135,0.7024
data_clean\train\def_front\cast_def_0_6489.jpeg,train,0,0.0000,0.5811,0.9156,0.0039
data_clean\train\def_front\cast_def_0_649.jpeg,train,0,0.0007,0.0184,0.1119,0.6005
data_clean\train\def_front\cast_def_0_6493.jpeg,train,0,0.0000,0.9997,0.0006,0.0062
data_clean\train\def_front\cast_def_0_6494.jpeg,train,0,0.0006,0.0182,0.9078,0.2497
data_clean\train\def_front\cast_def_0_6495.jpeg,train,0,0.0007,0.0019,0.6520,0.5834
data_clean\train\def_front\cast_def_0_6497.jpeg,train,0,0.0017,0.9961,0.0001,0.1200
data_clean\train\def_front\cast_def_0_6498.jpeg,train,0,0.9999,0.1821,0.0707,0.8473
data_clean\train\def_front\cast_def_0_650.jpeg,train,0,0.9973,0.2481,0.0136,0.8949
data_clean\train\def_front\cast_def_0_6502.jpeg,train,0,0.0023,0.0296,0.6182,0.3507
data_clean\train\def_front\cast_def_0_6505.jpeg,train,1,0.9989,0.1746,0.0041,0.9440
data_clean\train\def_front\cast_def_0_6506.jpeg,train,0,0.9990,0.3432,0.0028,0.9453
data_clean\train\def_front\cast_def_0_6507.jpeg,train,0,0.9999,0.0791,0.0005,0.9765
data_clean\train\def_front\cast_def_0_6510.jpeg,train,0,0.0002,0.0418,0.7081,0.0974
data_clean\train\def_front\cast_def_0_6515.jpeg,train,0,0.0058,0.0067,0.0046,0.9694
data_clean\train\def_front\cast_def_0_6519.jpeg,train,0,0.0084,0.0696,0.0062,0.9636
data_clean\train\def_front\cast_def_0_6525.jpeg,train,0,0.0003,0.0094,0.7730,0.3450
data_clean\train\def_front\cast_def_0_653.jpeg,train,0,0.0116,0.0797,0.0780,0.4938
data_clean\train\def_front\cast_def_0_6531.jpeg,train,0,0.9982,0.7553,0.9430,0.8549
data_clean\train\def_front\cast_def_0_6533.jpeg,train,0,0.9995,0.1663,0.0870,0.4430
data_clean\train\def_front\cast_def_0_6538.jpeg,train,0,1.0000,0.3532,0.4108,0.4320
data_clean\train\def_front\cast_def_0_6539.jpeg,train,0,0.0008,0.9988,0.0002,0.0539
data_clean\train\def_front\cast_def_0_654.jpeg,train,0,0.0002,0.9988,0.0002,0.0477
data_clean\train\def_front\cast_def_0_6546.jpeg,train,0,0.0005,0.0397,0.9209,0.0462
data_clean\train\def_front\cast_def_0_6547.jpeg,train,0,0.0250,0.0060,0.0108,0.9801
data_clean\train\def_front\cast_def_0_6548.jpeg,train,1,0.0012,0.9963,0.0001,0.0786
data_clean\train\def_front\cast_def_0_655.jpeg,train,0,0.0210,0.3207,0.9461,0.1311
data_clean\train\def_front\cast_def_0_6551.jpeg,train,0,0.0022,0.0164,0.7130,0.5139
data_clean\train\def_front\cast_def_0_6552.jpeg,train,0,0.0003,0.0337,0.0054,0.8966
data_clean\train\def_front\cast_def_0_6554.jpeg,train,0,0.9954,0.4942,0.4358,0.2815
data_clean\train\def_front\cast_def_0_6555.jpeg,train,0,0.0000,0.6578,0.9047,0.0040
data_clean\train\def_front\cast_def_0_6561.jpeg,train,0,0.9999,0.1232,0.0022,0.9603
data_clean\train\def_front\cast_def_0_6566.jpeg,train,0,0.9999,0.4410,0.4937,0.4159
data_clean\train\def_front\cast_def_0_6568.jpeg,train,0,0.0005,0.0678,0.0096,0.8575
data_clean\train\def_front\cast_def_0_6571.jpeg,train,0,0.0004,0.0866,0.8893,0.1035
data_clean\train\def_front\cast_def_0_6574.jpeg,train,0,0.0001,0.9966,0.0008,0.0311
data_clean\train\def_front\cast_def_0_6576.jpeg,train,0,0.9999,0.3078,0.2226,0.5865
data_clean\train\def_front\cast_def_0_6577.jpeg,train,0,0.0511,0.1842,0.3090,0.4051
data_clean\train\def_front\cast_def_0_6580.jpeg,train,0,0.0012,0.9794,0.0001,0.2655
data_clean\train\def_front\cast_def_0_6584.jpeg,train,0,0.0005,0.0116,0.0483,0.8342
data_clean\train\def_front\cast_def_0_6585.jpeg,train,0,0.0010,0.0507,0.4357,0.4345
data_clean\train\def_front\cast_def_0_6586.jpeg,train,0,0.0010,0.2743,0.9493,0.0540
data_clean\train\def_front\cast_def_0_6588.jpeg,train,0,0.9974,0.6786,0.7071,0.3023
data_clean\train\def_front\cast_def_0_6589.jpeg,train,0,0.0007,0.0199,0.7684,0.2129
data_clean\train\def_front\cast_def_0_6590.jpeg,train,0,0.0002,0.9636,0.0002,0.2482
data_clean\train\def_front\cast_def_0_6591.jpeg,train,0,0.9999,0.4612,0.5093,0.5166
data_clean\train\def_front\cast_def_0_6592.jpeg,train,0,0.9944,0.6763,0.7647,0.2865
data_clean\train\def_front\cast_def_0_6594.jpeg,train,0,0.0005,0.0338,0.0450,0.7401
data_clean\train\def_front\cast_def_0_6596.jpeg,train,0,0.0010,0.0173,0.5860,0.2761
data_clean\train\def_front\cast_def_0_6599.jpeg,train,0,0.0014,0.1542,0.9239,0.0257
data_clean\train\def_front\cast_def_0_66.jpeg,train,0,0.0099,0.0099,0.0102,0.9773
data_clean\train\def_front\cast_def_0_6605.jpeg,train,0,1.0000,0.0656,0.0053,0.9533
data_clean\train\def_front\cast_def_0_6610.jpeg,train,0,0.9997,0.1744,0.0022,0.9458
data_clean\train\def_front\cast_def_0_6614.jpeg,train,0,0.0002,0.0858,0.9333,0.0243
data_clean\train\def_front\cast_def_0_6616.jpeg,train,0,0.0016,0.0831,0.9526,0.0447
data_clean\train\def_front\cast_def_0_6622.jpeg,train,0,0.0000,0.4265,0.9039,0.0054
data_clean\train\def_front\cast_def_0_6625.jpeg,train,0,0.0003,0.0266,0.6788,0.1768
data_clean\train\def_front\cast_def_0_6626.jpeg,train,0,0.0049,0.9738,0.0002,0.6206
data_clean\train\def_front\cast_def_0_6628.jpeg,train,1,0.9992,0.3586,0.0060,0.9221
data_clean\train\def_front\cast_def_0_6629.jpeg,train,0,0.9985,0.1339,0.0141,0.8373
data_clean\train\def_front\cast_def_0_6631.jpeg,train,0,0.9998,0.7238,0.9668,0.9131
data_clean\train\def_front\cast_def_0_6634.jpeg,train,0,0.0000,0.6812,0.8854,0.0031
data_clean\train\def_front\cast_def_0_6636.jpeg,train,0,1.0000,0.1619,0.0692,0.4746
data_clean\train\def_front\cast_def_0_6637.jpeg,train,0,0.0007,0.0085,0.5893,0.4035
data_clean\train\def_front\cast_def_0_6638.jpeg,train,0,0.9970,0.4283,0.2488,0.3799
data_clean\train\def_front\cast_def_0_6641.jpeg,train,0,1.0000,0.3186,0.2960,0.5033
data_clean\train\def_front\cast_def_0_6645.jpeg,train,0,0.0003,0.0794,0.7131,0.0895
data_clean\train\def_front\cast_def_0_6648.jpeg,train,0,0.0049,0.1749,0.4570,0.1287
data_clean\train\def_front\cast_def_0_6653.jpeg,train,0,0.0007,0.0358,0.6411,0.1728
data_clean\train\def_front\cast_def_0_6658.jpeg,train,0,0.9991,0.7918,0.9601,0.8875
data_clean\train\def_front\cast_def_0_6660.jpeg,train,0,0.9919,0.7550,0.8339,0.4205
data_clean\train\def_front\cast_def_0_6663.jpeg,train,0,0.0005,0.1703,0.9422,0.0233
data_clean\train\def_front\cast_def_0_6668.jpeg,train,0,0.2803,0.0380,0.0099,0.9619
data_clean\train\def_front\cast_def_0_6669.jpeg,train,0,0.9994,0.7539,0.9650,0.8854
data_clean\train\def_front\cast_def_0_6671.jpeg,train,0,0.0026,0.9891,0.0002,0.2457
data_clean\train\def_front\cast_def_0_6675.jpeg,train,1,0.0003,0.0037,0.8721,0.1190
data_clean\train\def_front\cast_def_0_6676.jpeg,train,0,0.0005,0.0404,0.9165,0.0518
data_clean\train\def_front\cast_def_0_6678.jpeg,train,0,1.0000,0.0427,0.0104,0.7058
data_clean\train\def_front\cast_def_0_6684.jpeg,train,0,1.0000,0.0790,0.0193,0.9003
data_clean\train\def_front\cast_def_0_6686.jpeg,train,0,0.0011,0.0059,0.4992,0.4858
data_clean\train\def_front\cast_def_0_6687.jpeg,train,0,0.0159,0.0845,0.3809,0.2193
data_clean\train\def_front\cast_def_0_6690.jpeg,train,0,0.0003,0.0102,0.7932,0.1257
data_clean\train\def_front\cast_def_0_6691.jpeg,train,0,0.0110,0.0041,0.0045,0.9844
data_clean\train\def_front\cast_def_0_6692.jpeg,train,0,0.9994,0.8268,0.9864,0.9295
data_clean\train\def_front\cast_def_0_6695.jpeg,train,0,0.9940,0.6462,0.6337,0.1999
data_clean\train\def_front\cast_def_0_6697.jpeg,train,0,0.9999,0.1289,0.0009,0.9660
data_clean\train\def_front\cast_def_0_6698.jpeg,train,0,0.9999,0.4296,0.5859,0.5484
data_clean\train\def_front\cast_def_0_670.jpeg,train,0,0.0004,0.0450,0.7503,0.1030
data_clean\train\def_front\cast_def_0_6700.jpeg,train,0,0.0002,0.9974,0.0001,0.0737
data_clean\train\def_front\cast_def_0_6703.jpeg,train,0,0.0038,0.0724,0.3913,0.3446
data_clean\train\def_front\cast_def_0_6704.jpeg,train,0,0.0002,0.9652,0.0071,0.0312
data_clean\train\def_front\cast_def_0_6705.jpeg,train,0,0.9996,0.1309,0.0016,0.9749
data_clean\train\def_front\cast_def_0_6706.jpeg,train,0,0.0001,0.1297,0.7507,0.0330
data_clean\train\def_front\cast_def_0_6708.jpeg,train,0,0.0002,0.0963,0.0064,0.7990
data_clean\train\def_front\cast_def_0_6709.jpeg,train,0,0.0004,0.0513,0.8340,0.1212
data_clean\train\def_front\cast_def_0_671.jpeg,train,0,0.0049,0.0460,0.8331,0.2651
data_clean\train\def_front\cast_def_0_6712.jpeg,train,0,0.0013,0.0351,0.7116,0.2342
data_clean\train\def_front\cast_def_0_6716.jpeg,train,0,0.0004,0.0088,0.6173,0.3376
data_clean\train\def_front\cast_def_0_6717.jpeg,train,0,0.0003,0.0297,0.0149,0.8276
data_clean\train\def_front\cast_def_0_6725.jpeg,train,0,0.0059,0.1200,0.0018,0.9607
data_clean\train\def_front\cast_def_0_6727.jpeg,train,0,0.9962,0.4990,0.2466,0.5819
data_clean\train\def_front\cast_def_0_6728.jpeg,train,0,0.9999,0.2618,0.2238,0.5982
data_clean\train\def_front\cast_def_0_6729.jpeg,train,0,0.0131,0.0465,0.8435,0.2122
data_clean\train\def_front\cast_def_0_6732.jpeg,train,0,0.9998,0.2220,0.0726,0.6825
data_clean\train\def_front\cast_def_0_6733.jpeg,train,0,0.0065,0.1699,0.9314,0.0592
data_clean\train\def_front\cast_def_0_6734.jpeg,train,0,0.0081,0.0351,0.3010,0.6928
data_clean\train\def_front\cast_def_0_6737.jpeg,train,0,0.0070,0.0515,0.8986,0.0431
data_clean\train\def_front\cast_def_0_6741.jpeg,train,0,0.9978,0.6599,0.7481,0.3829
data_clean\train\def_front\cast_def_0_6747.jpeg,train,0,0.0116,0.0038,0.6634,0.6108
data_clean\train\def_front\cast_def_0_6749.jpeg,train,0,0.0003,0.0084,0.7007,0.2685
data_clean\train\def_front\cast_def_0_6750.jpeg,train,0,0.0032,0.0136,0.0099,0.9647
data_clean\train\def_front\cast_def_0_6751.jpeg,train,0,1.0000,0.0886,0.0119,0.9098
data_clean\train\def_front\cast_def_0_6754.jpeg,train,0,0.9999,0.1225,0.0290,0.8669
data_clean\train\def_front\cast_def_0_6758.jpeg,train,0,0.9999,0.2411,0.0709,0.7634
data_clean\train\def_front\cast_def_0_676.jpeg,train,0,0.9878,0.7750,0.8190,0.2800
data_clean\train\def_front\cast_def_0_6761.jpeg,train,0,0.0003,0.0176,0.7284,0.1406
data_clean\train\def_front\cast_def_0_6767.jpeg,train,0,0.0001,0.0183,0.7312,0.1004
data_clean\train\def_front\cast_def_0_677.jpeg,train,0,0.0007,0.9989,0.0001,0.0297
data_clean\train\def_front\cast_def_0_6772.jpeg,train,0,0.0007,0.9376,0.0221,0.0767
data_clean\train\def_front\cast_def_0_6773.jpeg,train,0,0.0039,0.2602,0.8511,0.0460
data_clean\train\def_front\cast_def_0_6775.jpeg,train,0,0.0101,0.0201,0.0048,0.9790
data_clean\train\def_front\cast_def_0_6776.jpeg,train,0,0.0011,0.0540,0.8670,0.0744
data_clean\train\def_front\cast_def_0_6777.jpeg,train,0,1.0000,0.1334,0.0621,0.5710
data_clean\train\def_front\cast_def_0_6778.jpeg,train,0,0.9922,0.7880,0.8183,0.2048
data_clean\train\def_front\cast_def_0_6779.jpeg,train,0,0.0001,0.9773,0.0017,0.0450
data_clean\train\def_front\cast_def_0_6784.jpeg,train,0,1.0000,0.0741,0.0121,0.9189
data_clean\train\def_front\cast_def_0_6785.jpeg,train,0,0.0806,0.1676,0.8748,0.2683
data_clean\train\def_front\cast_def_0_6787.jpeg,train,0,0.7225,0.0386,0.2552,0.7677
data_clean\train\def_front\cast_def_0_6791.jpeg,train,0,0.9988,0.1113,0.1126,0.4580
data_clean\train\def_front\cast_def_0_6794.jpeg,train,0,0.0004,0.0108,0.7159,0.4106
data_clean\train\def_front\cast_def_0_6797.jpeg,train,0,0.2268,0.0370,0.0275,0.9478
data_clean\train\def_front\cast_def_0_68.jpeg,train,0,0.0002,0.9572,0.0070,0.0415
data_clean\train\def_front\cast_def_0_6801.jpeg,train,0,0.0663,0.1342,0.1349,0.3970
data_clean\train\def_front\cast_def_0_6802.jpeg,train,0,0.0006,0.9980,0.0002,0.1051
data_clean\train\def_front\cast_def_0_6804.jpeg,train,0,0.0177,0.1238,0.9279,0.0534
data_clean\train\def_front\cast_def_0_6808.jpeg,train,0,0.0020,0.0483,0.5664,0.2993
data_clean\train\def_front\cast_def_0_6809.jpeg,train,0,0.9974,0.7979,0.9179,0.5924
data_clean\train\def_front\cast_def_0_681.jpeg,train,0,0.9999,0.2096,0.0259,0.8341
data_clean\train\def_front\cast_def_0_6811.jpeg,train,0,0.9999,0.3867,0.4264,0.5056
data_clean\train\def_front\cast_def_0_6812.jpeg,train,0,0.0004,0.0237,0.8274,0.2332
data_clean\train\def_front\cast_def_0_6813.jpeg,train,0,0.9995,0.2832,0.0047,0.9394
data_clean\train\def_front\cast_def_0_6816.jpeg,train,0,0.9999,0.2565,0.0666,0.7199
data_clean\train\def_front\cast_def_0_682.jpeg,train,0,0.0003,0.9849,0.0037,0.0610
data_clean\train\def_front\cast_def_0_6820.jpeg,train,0,0.0004,0.0926,0.8280,0.0625
data_clean\train\def_front\cast_def_0_6822.jpeg,train,0,0.0000,0.9996,0.0007,0.0067
data_clean\train\def_front\cast_def_0_6825.jpeg,train,0,0.9999,0.1568,0.0459,0.8187
data_clean\train\def_front\cast_def_0_6829.jpeg,train,0,0.0007,0.0051,0.5481,0.3083
data_clean\train\def_front\cast_def_0_6831.jpeg,train,0,0.0089,0.3025,0.8864,0.1055
data_clean\train\def_front\cast_def_0_6832.jpeg,train,0,0.0074,0.0923,0.0031,0.9629
data_clean\train\def_front\cast_def_0_6833.jpeg,train,0,0.9237,0.0421,0.2817,0.4600
data_clean\train\def_front\cast_def_0_6834.jpeg,train,1,0.0027,0.1088,0.2163,0.4477
data_clean\train\def_front\cast_def_0_6835.jpeg,train,0,0.0012,0.2146,0.9515,0.0208
data_clean\train\def_front\cast_def_0_6836.jpeg,train,0,1.0000,0.3295,0.4052,0.6096
data_clean\train\def_front\cast_def_0_6837.jpeg,train,0,0.0018,0.0053,0.5437,0.7105
data_clean\train\def_front\cast_def_0_6838.jpeg,train,0,0.9994,0.0544,0.0011,0.9722
data_clean\train\def_front\cast_def_0_6841.jpeg,train,0,0.0004,0.0125,0.8752,0.1823
data_clean\train\def_front\cast_def_0_6849.jpeg,train,0,0.0003,0.0029,0.6685,0.4665
data_clean\train\def_front\cast_def_0_6851.jpeg,train,0,1.0000,0.1559,0.0866,0.7145
data_clean\train\def_front\cast_def_0_6853.jpeg,train,0,0.0015,0.0781,0.7605,0.1036
data_clean\train\def_front\cast_def_0_6856.jpeg,train,0,0.0008,0.0017,0.7030,0.3120
data_clean\train\def_front\cast_def_0_6858.jpeg,train,0,0.9996,0.1661,0.0040,0.9494
data_clean\train\def_front\cast_def_0_6862.jpeg,train,0,0.9997,0.1965,0.0558,0.6626
data_clean\train\def_front\cast_def_0_6863.jpeg,train,0,0.0003,0.9585,0.0095,0.0442
data_clean\train\def_front\cast_def_0_6865.jpeg,train,0,0.0005,0.0028,0.5494,0.7039
data_clean\train\def_front\cast_def_0_6867.jpeg,train,0,0.0011,0.1848,0.8114,0.0293
data_clean\train\def_front\cast_def_0_6868.jpeg,train,0,0.0003,0.0157,0.8989,0.1309
data_clean\train\def_front\cast_def_0_687.jpeg,train,1,0.0009,0.0325,0.0202,0.8833
data_clean\train\def_front\cast_def_0_6870.jpeg,train,0,0.9999,0.0531,0.0005,0.9840
data_clean\train\def_front\cast_def_0_6874.jpeg,train,0,0.9769,0.0983,0.3202,0.4844
data_clean\train\def_front\cast_def_0_6875.jpeg,train,0,0.0009,0.9988,0.0002,0.0836
data_clean\train\def_front\cast_def_0_6878.jpeg,train,0,0.0000,0.6494,0.8003,0.0064
data_clean\train\def_front\cast_def_0_6880.jpeg,train,0,1.0000,0.0715,0.0202,0.8727
data_clean\train\def_front\cast_def_0_6885.jpeg,train,0,0.0035,0.0547,0.5544,0.1567
data_clean\train\def_front\cast_def_0_6889.jpeg,train,0,0.0006,0.1342,0.9366,0.0336
data_clean\train\def_front\cast_def_0_6890.jpeg,train,0,0.0010,0.9828,0.0010,0.1462
data_clean\train\def_front\cast_def_0_6892.jpeg,train,0,1.0000,0.0382,0.0021,0.9709
data_clean\train\def_front\cast_def_0_6895.jpeg,train,1,0.0007,0.0035,0.7655,0.5042
data_clean\train\def_front\cast_def_0_6896.jpeg,train,0,0.0003,0.0268,0.7694,0.0867
data_clean\train\def_front\cast_def_0_69.jpeg,train,0,0.9985,0.7563,0.9312,0.8858
data_clean\train\def_front\cast_def_0_6901.jpeg,train,0,0.0002,0.9973,0.0009,0.0603
data_clean\train\def_front\cast_def_0_6902.jpeg,train,0,0.0008,0.9855,0.0004,0.1315
data_clean\train\def_front\cast_def_0_6906.jpeg,train,0,0.0181,0.2269,0.2664,0.2614
data_clean\train\def_front\cast_def_0_6908.jpeg,train,0,0.0009,0.0557,0.8498,0.2021
data_clean\train\def_front\cast_def_0_6909.jpeg,train,0,0.9998,0.1287,0.0178,0.7720
data_clean\train\def_front\cast_def_0_6910.jpeg,train,0,0.9963,0.7006,0.7565,0.2771
data_clean\train\def_front\cast_def_0_6912.jpeg,train,0,0.9961,0.5997,0.6739,0.2683
data_clean\train\def_front\cast_def_0_6913.jpeg,train,0,0.9991,0.6639,0.8426,0.6014
data_clean\train\def_front\cast_def_0_6914.jpeg,train,0,0.0005,0.9790,0.0152,0.0384
data_clean\train\def_front\cast_def_0_6915.jpeg,train,0,0.0026,0.0223,0.0041,0.9398
data_clean\train\def_front\cast_def_0_692.jpeg,train,0,0.0008,0.0497,0.1058,0.5874
data_clean\train\def_front\cast_def_0_6923.jpeg,train,0,0.0013,0.1223,0.9435,0.0914
data_clean\train\def_front\cast_def_0_6925.jpeg,train,0,0.0053,0.0386,0.9465,0.0632
data_clean\train\def_front\cast_def_0_6926.jpeg,train,0,0.0022,0.0210,0.5841,0.2865
data_clean\train\def_front\cast_def_0_6927.jpeg,train,0,0.0042,0.0083,0.7299,0.4476
data_clean\train\def_front\cast_def_0_6929.jpeg,train,0,0.9961,0.4124,0.2765,0.1807
data_clean\train\def_front\cast_def_0_693.jpeg,train,0,0.0019,0.0183,0.5308,0.4228
data_clean\train\def_front\cast_def_0_6932.jpeg,train,1,0.9905,0.8014,0.8550,0.2428
data_clean\train\def_front\cast_def_0_6935.jpeg,train,0,0.9927,0.6812,0.7245,0.2708
data_clean\train\def_front\cast_def_0_694.jpeg,train,0,0.9994,0.3179,0.3341,0.2885
data_clean\train\def_front\cast_def_0_6942.jpeg,train,0,0.0011,0.0553,0.6701,0.4066
data_clean\train\def_front\cast_def_0_6944.jpeg,train,0,0.0009,0.1203,0.8244,0.0659
data_clean\train\def_front\cast_def_0_6946.jpeg,train,0,0.9996,0.2223,0.0035,0.9439
data_clean\train\def_front\cast_def_0_6947.jpeg,train,0,0.0011,0.0502,0.8477,0.0815
data_clean\train\def_front\cast_def_0_6949.jpeg,train,0,0.0009,0.9917,0.0006,0.0996
data_clean\train\def_front\cast_def_0_695.jpeg,train,0,0.9999,0.2938,0.0558,0.7954
data_clean\train\def_front\cast_def_0_6954.jpeg,train,0,1.0000,0.1728,0.0353,0.6801
data_clean\train\def_front\cast_def_0_6955.jpeg,train,0,0.0010,0.1474,0.8644,0.1025
data_clean\train\def_front\cast_def_0_6960.jpeg,train,0,0.0001,0.9802,0.0017,0.0301
data_clean\train\def_front\cast_def_0_6961.jpeg,train,0,0.0081,0.0880,0.6879,0.1179
data_clean\train\def_front\cast_def_0_6963.jpeg,train,0,0.0000,0.6640,0.7775,0.0040
data_clean\train\def_front\cast_def_0_6967.jpeg,train,0,0.9999,0.2555,0.0988,0.6547
data_clean\train\def_front\cast_def_0_6968.jpeg,train,0,0.8428,0.1881,0.4886,0.6158
data_clean\train\def_front\cast_def_0_6972.jpeg,train,0,0.0002,0.9991,0.0001,0.0320
data_clean\train\def_front\cast_def_0_6978.jpeg,train,0,0.9968,0.3083,0.1471,0.7248
data_clean\train\def_front\cast_def_0_6979.jpeg,train,1,0.0000,0.9995,0.0008,0.0052
data_clean\train\def_front\cast_def_0_6980.jpeg,train,0,0.9961,0.5687,0.5776,0.1829
data_clean\train\def_front\cast_def_0_6984.jpeg,train,0,0.9999,0.1405,0.0047,0.9039
data_clean\train\def_front\cast_def_0_6986.jpeg,train,0,0.0005,0.1133,0.8875,0.1588
data_clean\train\def_front\cast_def_0_6988.jpeg,train,0,0.0020,0.0419,0.2243,0.6577
data_clean\train\def_front\cast_def_0_6989.jpeg,train,0,0.9999,0.1179,0.0198,0.7007
data_clean\train\def_front\cast_def_0_6991.jpeg,train,1,0.0030,0.0195,0.7087,0.1718
data_clean\train\def_front\cast_def_0_6996.jpeg,train,0,0.0005,0.1192,0.9223,0.0453
data_clean\train\def_front\cast_def_0_6997.jpeg,train,0,0.0013,0.0002,0.0811,0.9530
data_clean\train\def_front\cast_def_0_70.jpeg,train,0,0.0000,0.5460,0.8109,0.0048
data_clean\train\def_front\cast_def_0_7002.jpeg,train,0,0.0002,0.1552,0.8021,0.0374
data_clean\train\def_front\cast_def_0_7003.jpeg,train,0,0.0010,0.2463,0.9347,0.0535
data_clean\train\def_front\cast_def_0_7004.jpeg,train,0,0.9999,0.2334,0.1573,0.6159
data_clean\train\def_front\cast_def_0_7006.jpeg,train,0,0.9990,0.2892,0.0038,0.9561
data_clean\train\def_front\cast_def_0_7010.jpeg,train,0,0.9999,0.4879,0.6277,0.4589
data_clean\train\def_front\cast_def_0_7011.jpeg,train,0,0.9993,0.2784,0.0039,0.9416
data_clean\train\def_front\cast_def_0_7012.jpeg,train,0,0.0038,0.0051,0.0047,0.9858
data_clean\train\def_front\cast_def_0_7015.jpeg,train,0,0.0006,0.0616,0.6981,0.1142
data_clean\train\def_front\cast_def_0_7016.jpeg,train,0,0.0017,0.0126,0.4155,0.4460
data_clean\train\def_front\cast_def_0_7021.jpeg,train,0,0.0001,0.0081,0.7573,0.1662
data_clean\train\def_front\cast_def_0_7024.jpeg,train,0,0.0001,0.0246,0.0144,0.7704
data_clean\train\def_front\cast_def_0_7026.jpeg,train,0,0.0048,0.0685,0.4274,0.4331
data_clean\train\def_front\cast_def_0_7030.jpeg,train,0,0.0008,0.0147,0.7653,0.2222
data_clean\train\def_front\cast_def_0_7032.jpeg,train,0,0.0027,0.9728,0.0005,0.3550
data_clean\train\def_front\cast_def_0_7040.jpeg,train,0,0.0036,0.2761,0.8909,0.1086
data_clean\train\def_front\cast_def_0_7041.jpeg,train,0,0.0012,0.0755,0.9074,0.0850
data_clean\train\def_front\cast_def_0_7044.jpeg,train,0,0.0017,0.0540,0.4631,0.4001
data_clean\train\def_front\cast_def_0_7045.jpeg,train,0,0.9995,0.3187,0.0050,0.9548
data_clean\train\def_front\cast_def_0_7047.jpeg,train,0,0.0002,0.0117,0.0896,0.7222
data_clean\train\def_front\cast_def_0_7050.jpeg,train,0,0.0020,0.0713,0.3403,0.2082
data_clean\train\def_front\cast_def_0_7052.jpeg,train,0,0.1257,0.0362,0.0704,0.8532
data_clean\train\def_front\cast_def_0_7056.jpeg,train,0,0.0007,0.0706,0.7965,0.0855
data_clean\train\def_front\cast_def_0_7057.jpeg,train,0,0.0008,0.0332,0.2852,0.5483
data_clean\train\def_front\cast_def_0_7058.jpeg,train,0,0.0098,0.0774,0.5914,0.4698
data_clean\train\def_front\cast_def_0_7062.jpeg,train,0,0.0000,0.0577,0.9221,0.0352
data_clean\train\def_front\cast_def_0_7063.jpeg,train,0,0.9979,0.0338,0.0137,0.6487
data_clean\train\def_front\cast_def_0_7067.jpeg,train,0,0.1072,0.0040,0.0067,0.9857
data_clean\train\def_front\cast_def_0_7069.jpeg,train,0,0.0000,0.5934,0.9151,0.0070
data_clean\train\def_front\cast_def_0_7075.jpeg,train,0,0.0001,0.2063,0.9252,0.0171
data_clean\train\def_front\cast_def_0_7076.jpeg,train,0,0.6318,0.0198,0.3226,0.5569
data_clean\train\def_front\cast_def_0_7077.jpeg,train,0,0.0007,0.0035,0.4062,0.8065
data_clean\train\def_front\cast_def_0_7079.jpeg,train,0,0.9544,0.0655,0.2863,0.4957
data_clean\train\def_front\cast_def_0_7081.jpeg,train,0,0.0022,0.0931,0.9330,0.0615
data_clean\train\def_front\cast_def_0_7085.jpeg,train,0,0.9983,0.2510,0.0020,0.9692
